game_date,wehoop_game_id,season,team,opp,home_away.x,spread_line,spread_price,total_line,total_price,team_score,opp_score,win_margin,game_total,game_id,home_half_score,away_half_score,race_to_10,race_to_15,race_to_20,race_to_25,race_to_30,race_to_35,race_to_40,home_score,away_score,home_win_margin,total_1h,home_spread_1h,result_1h,home_away.y,team_half_score,team_1h_win_margin
10/1/2019,401165808,2019,CON,WAS,away,7.5,104,172.5,-120,99,87,-12,186,1041900402,46,56,1,1,1,1,1,1,1,87,99,12,102,10,away,away,56,-10
10/1/2019,401165808,2019,WAS,CON,home,-7.5,-124,172.5,100,87,99,12,186,1041900402,46,56,0,0,0,0,0,0,0,87,99,12,102,10,away,home,46,10
10/1/2023,401578567,2023,NYL,CON,away,-5.5,-110,160.5,-107,87,84,-3,171,1042300214,44,45,0,0,0,0,0,0,0,84,87,3,89,1,away,away,45,-1
10/1/2023,401578567,2023,CON,NYL,home,5.5,-108,160.5,-113,84,87,3,171,1042300214,44,45,1,1,1,1,1,1,1,84,87,3,89,1,away,home,44,1
10/10/2019,401165811,2019,CON,WAS,away,6.5,-110,174,-110,78,89,11,167,1041900405,42,43,1,0,0,0,0,0,1,89,78,-11,85,1,away,away,43,-1
10/10/2019,401165811,2019,WAS,CON,home,-6.5,-110,174,-110,89,78,-11,167,1041900405,42,43,0,1,1,1,1,1,0,89,78,-11,85,1,away,home,42,1
10/10/2021,401370395,2021,CHI,PHO,away,2.5,-110,167.5,-110,91,77,-14,168,1042100401,35,46,0,0,0,0,0,1,1,77,91,14,81,11,away,away,46,-11
10/10/2021,401370395,2021,PHO,CHI,home,-2.5,-110,167.5,-110,77,91,14,168,1042100401,35,46,1,1,1,1,1,0,0,77,91,14,81,11,away,home,35,11
10/11/2023,401578572,2023,NYL,LVA,away,4.5,-112,171,-110,76,104,28,180,1042300302,52,44,0,0,0,0,0,0,0,104,76,-28,96,-8,home,away,44,8
10/11/2023,401578572,2023,LVA,NYL,home,-4.5,-108,171,-110,104,76,-28,180,1042300302,52,44,1,1,1,1,1,1,1,104,76,-28,96,-8,home,home,52,-8
10/13/2021,401370396,2021,CHI,PHO,away,4.5,-110,169,-110,86,91,5,177,1042100402,40,40,1,1,1,1,1,1,0,91,86,-5,80,0,tie,away,40,-0
10/13/2021,401370396,2021,PHO,CHI,home,-4.5,-110,169,-110,91,86,-5,177,1042100402,40,40,0,0,0,0,0,0,1,91,86,-5,80,0,tie,home,40,0
10/15/2021,401370397,2021,PHO,CHI,away,3,-110,165,-110,50,86,36,136,1042100403,46,24,0,0,0,0,0,0,0,86,50,-36,70,-22,home,away,24,22
10/15/2021,401370397,2021,CHI,PHO,home,-3,-110,165,-110,86,50,-36,136,1042100403,46,24,1,1,1,1,1,1,1,86,50,-36,70,-22,home,home,46,-22
10/15/2023,401578573,2023,LVA,NYL,away,-2,-113,172,-110,73,87,14,160,1042300303,43,40,0,0,0,0,0,0,0,87,73,-14,83,-3,home,away,40,3
10/15/2023,401578573,2023,NYL,LVA,home,2,-107,172,-105,87,73,-14,160,1042300303,43,40,1,1,1,1,1,1,1,87,73,-14,83,-3,home,home,43,-3
10/17/2021,401370398,2021,PHO,CHI,away,4.5,-110,164,-110,74,80,6,154,1042100404,37,44,0,0,0,1,1,0,1,80,74,-6,81,7,away,away,44,-7
10/17/2021,401370398,2021,CHI,PHO,home,-4.5,-110,164,-110,80,74,-6,154,1042100404,37,44,1,1,1,0,0,1,0,80,74,-6,81,7,away,home,37,7
10/18/2023,401578574,2023,LVA,NYL,away,5.5,-110,168.5,-110,70,69,-1,139,1042300304,39,30,0,0,0,0,0,0,0,69,70,1,69,-9,home,away,30,9
10/18/2023,401578574,2023,NYL,LVA,home,-5.5,-110,168.5,-110,69,70,1,139,1042300304,39,30,1,1,1,1,1,1,1,69,70,1,69,-9,home,home,39,-9
10/2/2020,401244183,2020,SEA,LVA,away,-6,-110,164,-110,93,80,-13,173,1042000401,40,57,0,1,1,0,0,1,1,80,93,13,97,17,away,away,57,-17
10/2/2020,401244183,2020,LVA,SEA,home,6,-110,164,-110,80,93,13,173,1042000401,40,57,1,0,0,1,1,0,0,80,93,13,97,17,away,home,40,17
10/3/2021,401370439,2021,CON,CHI,away,-4.5,-110,153.5,-110,83,86,3,169,1042100303,37,35,0,1,1,1,1,1,0,86,83,-3,72,-2,home,away,35,2
10/3/2021,401370439,2021,CHI,CON,home,4.5,-110,153.5,-110,86,83,-3,169,1042100303,37,35,1,0,0,0,0,0,1,86,83,-3,72,-2,home,home,37,-2
10/3/2021,401370438,2021,LVA,PHO,away,-2,-110,173,-110,60,87,27,147,1042100313,46,31,0,0,0,0,0,0,0,87,60,-27,77,-15,home,away,31,15
10/3/2021,401370438,2021,PHO,LVA,home,2,-110,173,-110,87,60,-27,147,1042100313,46,31,1,1,1,1,1,1,1,87,60,-27,77,-15,home,home,46,-15
10/4/2020,401244184,2020,SEA,LVA,away,-7.5,-110,167,-110,104,91,-13,195,1042000402,42,48,1,1,1,1,1,1,1,91,104,13,90,6,away,away,48,-6
10/4/2020,401244184,2020,LVA,SEA,home,7,-105,167,-110,91,104,13,195,1042000402,42,48,0,0,0,0,0,0,0,91,104,13,90,6,away,home,42,6
10/6/2019,401165809,2019,WAS,CON,away,2.5,-111,172.5,-110,94,81,-13,175,1041900403,39,43,1,1,1,1,1,1,1,81,94,13,82,4,away,away,43,-4
10/6/2019,401165809,2019,CON,WAS,home,-2.5,-109,172.5,-110,81,94,13,175,1041900403,39,43,0,0,0,0,0,0,0,81,94,13,82,4,away,home,39,4
10/6/2020,401244185,2020,LVA,SEA,away,7.5,-110,171.5,-112,59,92,33,151,1042000403,43,34,1,1,1,0,0,0,0,92,59,-33,77,-9,home,away,34,9
10/6/2020,401244185,2020,SEA,LVA,home,-7.5,-110,171.5,-108,92,59,-33,151,1042000403,43,34,0,0,0,1,1,1,1,92,59,-33,77,-9,home,home,43,-9
10/6/2021,401370440,2021,LVA,PHO,away,1,-110,171,-110,93,76,-17,169,1042100314,46,49,0,0,0,0,0,1,1,76,93,17,95,3,away,away,49,-3
10/6/2021,401370440,2021,PHO,LVA,home,-1,-110,171,-110,76,93,17,169,1042100314,46,49,1,1,1,1,1,0,0,76,93,17,95,3,away,home,46,3
10/6/2021,401370441,2021,CON,CHI,away,-4,-110,156,-110,69,79,10,148,1042100304,54,41,0,0,0,0,0,0,0,79,69,-10,95,-13,home,away,41,13
10/6/2021,401370441,2021,CHI,CON,home,4,-110,156,-110,79,69,-10,148,1042100304,54,41,1,1,1,1,1,1,1,79,69,-10,95,-13,home,home,54,-13
10/8/2019,401165810,2019,WAS,CON,away,1.5,-110,175,-125,86,90,4,176,1041900404,56,40,0,0,0,0,0,0,0,90,86,-4,96,-16,home,away,40,16
10/8/2019,401165810,2019,CON,WAS,home,-1.5,-110,175,105,90,86,-4,176,1041900404,56,40,1,1,1,1,1,1,1,90,86,-4,96,-16,home,home,56,-16
10/8/2021,401370442,2021,PHO,LVA,away,5.5,-110,168.5,-110,87,84,-3,171,1042100315,42,44,1,1,1,1,1,1,1,84,87,3,86,2,away,away,44,-2
10/8/2021,401370442,2021,LVA,PHO,home,-5.5,-110,168.5,-110,84,87,3,171,1042100315,42,44,0,0,0,0,0,0,0,84,87,3,86,2,away,home,42,2
10/8/2023,401578571,2023,NYL,LVA,away,4.5,-110,170.5,-110,82,99,17,181,1042300301,46,49,0,0,0,1,1,1,1,99,82,-17,95,3,away,away,49,-3
10/8/2023,401578571,2023,LVA,NYL,home,-4.5,-110,170.5,-110,99,82,-17,181,1042300301,46,49,1,1,1,0,0,0,0,99,82,-17,95,3,away,home,46,3
5/10/2022,401391659,2022,LVA,WAS,away,-5,-110,168,-110,76,89,13,165,1022200010,36,49,1,1,1,1,1,1,1,89,76,-13,85,13,away,away,49,-13
5/10/2022,401391659,2022,WAS,LVA,home,5,-110,168,-110,89,76,-13,165,1022200010,36,49,0,0,0,0,0,0,0,89,76,-13,85,13,away,home,36,13
5/10/2022,401391660,2022,MIN,IND,away,-3,-110,159,-110,76,82,6,158,1022200011,48,39,1,1,1,1,0,0,0,82,76,-6,87,-9,home,away,39,9
5/10/2022,401391660,2022,IND,MIN,home,3,-110,159,-110,82,76,-6,158,1022200011,48,39,0,0,0,0,1,1,1,82,76,-6,87,-9,home,home,48,-9
5/11/2022,401391661,2022,LAS,ATL,away,-5.5,-110,161.5,-110,75,77,2,152,1022200012,40,39,0,0,0,1,0,0,0,77,75,-2,79,-1,home,away,39,1
5/11/2022,401391661,2022,ATL,LAS,home,5.5,-110,161.5,-110,77,75,-2,152,1022200012,40,39,1,1,1,0,1,1,1,77,75,-2,79,-1,home,home,40,-1
5/11/2022,401391662,2022,NYL,CHI,away,5,-110,165,-110,50,83,33,133,1022200013,36,17,0,0,0,0,0,0,0,83,50,-33,53,-19,home,away,17,19
5/11/2022,401391662,2022,CHI,NYL,home,-5,-110,165,-110,83,50,-33,133,1022200013,36,17,1,1,1,1,1,1,1,83,50,-33,53,-19,home,home,36,-19
5/11/2022,401391663,2022,SEA,PHO,away,2,-110,163,-110,77,97,20,174,1022200014,39,31,1,1,1,1,0,0,0,97,77,-20,70,-8,home,away,31,8
5/11/2022,401391663,2022,PHO,SEA,home,-2,-110,163,-110,97,77,-20,174,1022200014,39,31,0,0,0,0,1,1,1,97,77,-20,70,-8,home,home,39,-8
5/13/2022,401391664,2022,DAL,WAS,away,7.5,-110,159.5,-105,94,86,-8,180,1022200015,44,41,0,0,0,0,0,0,0,86,94,8,85,-3,home,away,41,3
5/13/2022,401391664,2022,WAS,DAL,home,-7.5,-110,159.5,-115,86,94,8,180,1022200015,44,41,1,1,1,1,1,1,1,86,94,8,85,-3,home,home,44,-3
5/13/2022,401391665,2022,LVA,ATL,away,-8.5,-110,167.5,-110,96,73,-23,169,1022200016,33,49,1,1,1,1,1,1,1,73,96,23,82,16,away,away,49,-16
5/13/2022,401391665,2022,ATL,LVA,home,8.5,-110,167.5,-110,73,96,23,169,1022200016,33,49,0,0,0,0,0,0,0,73,96,23,82,16,away,home,33,16
5/13/2022,401391666,2022,IND,NYL,away,6,-110,159,-110,92,86,-6,178,1022200017,41,41,1,0,1,1,1,1,1,86,92,6,82,0,tie,away,41,-0
5/13/2022,401391666,2022,NYL,IND,home,-6,-110,159,-110,86,92,6,178,1022200017,41,41,0,1,0,0,0,0,0,86,92,6,82,0,tie,home,41,0
5/14/2021,401320565,2021,IND,NYL,away,-2.5,-110,161,-110,87,90,3,177,1022100001,47,47,0,0,0,0,0,0,0,90,87,-3,94,0,tie,away,47,-0
5/14/2021,401320565,2021,NYL,IND,home,2.5,-110,161,-110,90,87,-3,177,1022100001,47,47,1,1,1,1,1,1,1,90,87,-3,94,0,tie,home,47,0
5/14/2021,401320566,2021,CON,ATL,away,-3,-105,163,-105,78,67,-11,145,1022100002,33,43,1,1,1,1,1,1,1,67,78,11,76,10,away,away,43,-10
5/14/2021,401320566,2021,ATL,CON,home,3,-115,163,-115,67,78,11,145,1022100002,33,43,0,0,0,0,0,0,0,67,78,11,76,10,away,home,33,10
5/14/2021,401320567,2021,PHO,MIN,away,1,-105,164,-110,77,75,-2,152,1022100003,24,33,1,1,1,1,1,1,0,75,77,2,57,9,away,away,33,-9
5/14/2021,401320567,2021,MIN,PHO,home,-1,-115,164,-110,75,77,2,152,1022100003,24,33,0,0,0,0,0,0,1,75,77,2,57,9,away,home,24,9
5/14/2021,401320568,2021,DAL,LAS,away,6,-110,165,-110,94,71,-23,165,1022100004,41,44,0,0,0,0,1,1,1,71,94,23,85,3,away,away,44,-3
5/14/2021,401320568,2021,LAS,DAL,home,-6,-110,165,-110,71,94,23,165,1022100004,41,44,1,1,1,1,0,0,0,71,94,23,85,3,away,home,41,3
5/14/2022,401391667,2022,PHO,SEA,away,-2,-110,161.5,-110,69,64,-5,133,1022200018,32,34,1,0,1,1,0,1,0,64,69,5,66,2,away,away,34,-2
5/14/2022,401391667,2022,SEA,PHO,home,2,-110,161.5,-110,64,69,5,133,1022200018,32,34,0,1,0,0,1,0,1,64,69,5,66,2,away,home,32,2
5/14/2022,401391668,2022,LAS,CON,away,7.5,-110,158,-110,60,77,17,137,1022200019,49,25,0,0,0,0,0,0,0,77,60,-17,74,-24,home,away,25,24
5/14/2022,401391668,2022,CON,LAS,home,-7.5,-110,158,-110,77,60,-17,137,1022200019,49,25,1,1,1,1,1,1,1,77,60,-17,74,-24,home,home,49,-24
5/14/2022,401391669,2022,CHI,MIN,away,-8,-110,160,-105,82,78,-4,160,1022200020,38,47,1,1,1,1,1,1,1,78,82,4,85,9,away,away,47,-9
5/14/2022,401391669,2022,MIN,CHI,home,8,-110,160,-115,78,82,4,160,1022200020,38,47,0,0,0,0,0,0,0,78,82,4,85,9,away,home,38,9
5/15/2021,401320569,2021,CHI,WAS,away,-2.5,-115,165.5,-110,70,56,-14,126,1022100005,30,46,1,0,1,1,1,1,1,56,70,14,76,16,away,away,46,-16
5/15/2021,401320569,2021,WAS,CHI,home,2.5,-105,165.5,-110,56,70,14,126,1022100005,30,46,0,1,0,0,0,0,0,56,70,14,76,16,away,home,30,16
5/15/2021,401320570,2021,LVA,SEA,away,-1,-115,166.5,-110,83,97,14,180,1022100006,49,40,1,1,1,0,0,0,0,97,83,-14,89,-9,home,away,40,9
5/15/2021,401320570,2021,SEA,LVA,home,1,-105,166.5,-110,97,83,-14,180,1022100006,49,40,0,0,0,1,1,1,1,97,83,-14,89,-9,home,home,49,-9
5/15/2022,401391670,2022,DAL,NYL,away,2,-110,164.5,-115,81,71,-10,152,1022200021,37,39,0,1,1,1,0,1,1,71,81,10,76,2,away,away,39,-2
5/15/2022,401391670,2022,NYL,DAL,home,-2,-110,164.5,-105,71,81,10,152,1022200021,37,39,1,0,0,0,1,0,0,71,81,10,76,2,away,home,37,2
5/15/2022,401391671,2022,ATL,IND,away,2,-110,157.5,-110,85,79,-6,164,1022200022,36,36,0,0,0,1,1,1,1,79,85,6,72,0,tie,away,36,-0
5/15/2022,401391671,2022,IND,ATL,home,-2,-110,157.5,-110,79,85,6,164,1022200022,36,36,1,1,1,0,0,0,0,79,85,6,72,0,tie,home,36,0
5/16/2021,401320571,2021,NYL,IND,away,5.5,-108,164.5,-126,73,65,-8,138,1022100007,35,41,1,1,1,1,1,1,1,65,73,8,76,6,away,away,41,-6
5/16/2021,401320571,2021,IND,NYL,home,-5.5,-112,164.5,106,65,73,8,138,1022100007,35,41,0,0,0,0,0,0,0,65,73,8,76,6,away,home,35,6
5/16/2021,401320572,2021,PHO,CON,away,1,-110,162,-110,78,86,8,164,1022100008,37,33,1,1,1,0,0,0,0,86,78,-8,70,-4,home,away,33,4
5/16/2021,401320572,2021,CON,PHO,home,-1,-110,162,-110,86,78,-8,164,1022100008,37,33,0,0,0,1,1,1,1,86,78,-8,70,-4,home,home,37,-4
5/17/2022,401391673,2022,ATL,IND,away,-0.5,-110,158.5,-115,101,79,-22,180,1022200024,35,50,1,1,1,1,1,1,1,79,101,22,85,15,away,away,50,-15
5/17/2022,401391673,2022,IND,ATL,home,-0.5,-110,158.5,-105,79,101,22,180,1022200024,35,50,0,0,0,0,0,0,0,79,101,22,85,15,away,home,35,15
5/17/2022,401391672,2022,CON,NYL,away,-8.5,-110,155,-110,92,65,-27,157,1022200023,32,51,0,0,1,1,1,1,1,65,92,27,83,19,away,away,51,-19
5/17/2022,401391672,2022,NYL,CON,home,8.5,-110,155,-110,65,92,27,157,1022200023,32,51,1,1,0,0,0,0,0,65,92,27,83,19,away,home,32,19
5/17/2022,401391674,2022,WAS,DAL,away,-3,-110,161,-110,84,68,-16,152,1022200025,34,37,0,0,0,0,0,1,1,68,84,16,71,3,away,away,37,-3
5/17/2022,401391674,2022,DAL,WAS,home,3,-110,161,-110,68,84,16,152,1022200025,34,37,1,1,1,1,1,0,0,68,84,16,71,3,away,home,34,3
5/17/2022,401391675,2022,PHO,LVA,away,8,-105,170,-110,74,86,12,160,1022200026,39,43,1,1,1,1,1,1,1,86,74,-12,82,4,away,away,43,-4
5/17/2022,401391675,2022,LVA,PHO,home,-8,-115,170,-110,86,74,-12,160,1022200026,39,43,0,0,0,0,0,0,0,86,74,-12,82,4,away,home,39,4
5/17/2022,401391676,2022,MIN,LAS,away,7,-110,160,-115,87,84,-3,171,1022200027,40,46,0,1,1,1,1,1,1,84,87,3,86,6,away,away,46,-6
5/17/2022,401391676,2022,LAS,MIN,home,-7,-110,160,-105,84,87,3,171,1022200027,40,46,1,0,0,0,0,0,0,84,87,3,86,6,away,home,40,6
5/18/2018,401018781,2018,DAL,PHO,away,5.5,-110,160.5,-106,78,86,8,164,1021800001,44,42,0,1,0,0,0,0,1,86,78,-8,86,-2,home,away,42,2
5/18/2018,401018781,2018,PHO,DAL,home,-5.5,-110,160.5,-114,86,78,-8,164,1021800001,44,42,1,0,1,1,1,1,0,86,78,-8,86,-2,home,home,44,-2
5/18/2021,401320573,2021,MIN,NYL,away,-5.5,-112,158,-110,75,86,11,161,1022100009,43,45,0,0,1,0,0,0,1,86,75,-11,88,2,away,away,45,-2
5/18/2021,401320573,2021,NYL,MIN,home,5.5,-108,158,-110,86,75,-11,161,1022100009,43,45,1,1,0,1,1,1,0,86,75,-11,88,2,away,home,43,2
5/18/2021,401320574,2021,PHO,WAS,away,-3.5,-109,163,-110,91,70,-21,161,1022100010,37,44,1,1,1,1,1,1,1,70,91,21,81,7,away,away,44,-7
5/18/2021,401320574,2021,WAS,PHO,home,3,-115,163,-110,70,91,21,161,1022100010,37,44,0,0,0,0,0,0,0,70,91,21,81,7,away,home,37,7
5/18/2021,401320575,2021,LVA,SEA,away,1.5,-105,167.5,-115,96,80,-16,176,1022100011,31,45,1,1,1,1,1,1,1,80,96,16,76,14,away,away,45,-14
5/18/2021,401320575,2021,SEA,LVA,home,-1.5,-115,167.5,-110,80,96,16,176,1022100011,31,45,0,0,0,0,0,0,0,80,96,16,76,14,away,home,31,14
5/18/2022,401391677,2022,CHI,SEA,away,1,-110,162,-110,71,74,3,145,1022200028,46,34,0,0,0,0,0,0,0,74,71,-3,80,-12,home,away,34,12
5/18/2022,401391677,2022,SEA,CHI,home,-1,-110,162,-110,74,71,-3,145,1022200028,46,34,1,1,1,1,1,1,1,74,71,-3,80,-12,home,home,46,-12
5/19/2018,401018782,2018,CHI,IND,away,2,-110,153,-110,82,64,-18,146,1021800002,34,36,0,0,1,1,1,1,1,64,82,18,70,2,away,away,36,-2
5/19/2018,401018782,2018,IND,CHI,home,-2,-110,153,-110,64,82,18,146,1021800002,34,36,1,1,0,0,0,0,0,64,82,18,70,2,away,home,34,2
5/19/2021,401320576,2021,CHI,ATL,away,-3.5,-110,163,-110,85,77,-8,162,1022100012,26,46,1,1,1,1,1,1,1,77,85,8,72,20,away,away,46,-20
5/19/2021,401320576,2021,ATL,CHI,home,3.5,-110,163,-110,77,85,8,162,1022100012,26,46,0,0,0,0,0,0,0,77,85,8,72,20,away,home,26,20
5/19/2021,401320577,2021,IND,CON,away,7,-105,161,-110,67,88,21,155,1022100013,50,33,1,1,0,0,0,0,0,88,67,-21,83,-17,home,away,33,17
5/19/2021,401320577,2021,CON,IND,home,-7,-115,161,-110,88,67,-21,155,1022100013,50,33,0,0,1,1,1,1,1,88,67,-21,83,-17,home,home,50,-17
5/19/2022,401391678,2022,MIN,LVA,away,10,-110,168.5,-115,87,93,6,180,1022200029,54,43,0,0,0,0,0,0,0,93,87,-6,97,-11,home,away,43,11
5/19/2022,401391678,2022,LVA,MIN,home,-10,-110,168.5,-105,93,87,-6,180,1022200029,54,43,1,1,1,1,1,1,1,93,87,-6,97,-11,home,home,54,-11
5/19/2022,401391679,2022,DAL,PHO,away,2,-115,159,-110,94,84,-10,178,1022200030,41,44,1,0,1,1,1,1,1,84,94,10,85,3,away,away,44,-3
5/19/2022,401391679,2022,PHO,DAL,home,-2,-105,159,-110,84,94,10,178,1022200030,41,44,0,1,0,0,0,0,0,84,94,10,85,3,away,home,41,3
5/19/2023,401507131,2023,NYL,WAS,away,-2,-116,163.5,-110,64,80,16,144,1022300002,39,26,1,0,0,0,0,0,0,80,64,-16,65,-13,home,away,26,13
5/19/2023,401507131,2023,WAS,NYL,home,2,-104,163.5,-110,80,64,-16,144,1022300002,39,26,0,1,1,1,1,1,1,80,64,-16,65,-13,home,home,39,-13
5/19/2023,401507130,2023,CON,IND,away,-7.5,-110,162,-110,70,61,-9,131,1022300001,28,35,1,1,1,1,1,1,1,61,70,9,63,7,away,away,35,-7
5/19/2023,401507130,2023,IND,CON,home,7.5,-110,162,-110,61,70,9,131,1022300001,28,35,0,0,0,0,0,0,0,61,70,9,63,7,away,home,28,7
5/19/2023,401507132,2023,CHI,MIN,away,5,-110,162.5,-110,77,66,-11,143,1022300003,27,44,0,0,0,1,1,1,1,66,77,11,71,17,away,away,44,-17
5/19/2023,401507132,2023,MIN,CHI,home,-5,-110,162.5,-110,66,77,11,143,1022300003,27,44,1,1,1,0,0,0,0,66,77,11,71,17,away,home,27,17
5/19/2023,401507133,2023,PHO,LAS,away,2.5,-110,156.5,-110,71,94,23,165,1022300004,54,41,1,1,1,1,0,0,0,94,71,-23,95,-13,home,away,41,13
5/19/2023,401507133,2023,LAS,PHO,home,-2.5,-110,156.5,-110,94,71,-23,165,1022300004,54,41,0,0,0,0,1,1,1,94,71,-23,95,-13,home,home,54,-13
5/20/2018,401018783,2018,LVA,CON,away,19,-110,154,-110,65,101,36,166,1021800003,49,37,1,1,1,0,0,0,0,101,65,-36,86,-12,home,away,37,12
5/20/2018,401018783,2018,CON,LVA,home,-19,-110,154,-110,101,65,-36,166,1021800003,49,37,0,0,0,1,1,1,1,101,65,-36,86,-12,home,home,49,-12
5/20/2018,401018784,2018,IND,WAS,away,12.5,-110,153,-110,75,82,7,157,1021800004,38,30,1,0,0,0,0,0,0,82,75,-7,68,-8,home,away,30,8
5/20/2018,401018784,2018,WAS,IND,home,-12.5,-110,153,-110,82,75,-7,157,1021800004,38,30,0,1,1,1,1,1,1,82,75,-7,68,-8,home,home,38,-8
5/20/2018,401018785,2018,ATL,DAL,away,3.5,-110,162,-110,78,101,23,179,1021800005,59,37,1,1,1,0,0,0,0,101,78,-23,96,-22,home,away,37,22
5/20/2018,401018785,2018,DAL,ATL,home,-3.5,-110,162,-110,101,78,-23,179,1021800005,59,37,0,0,0,1,1,1,1,101,78,-23,96,-22,home,home,59,-22
5/20/2018,401018786,2018,LAS,MIN,away,7.5,-110,155,-110,77,76,-1,153,1021800006,38,32,0,0,0,1,1,0,0,76,77,1,70,-6,home,away,32,6
5/20/2018,401018786,2018,MIN,LAS,home,-7.5,-110,155,-110,76,77,1,153,1021800006,38,32,1,1,1,0,0,1,1,76,77,1,70,-6,home,home,38,-6
5/20/2018,401018787,2018,NYL,CHI,away,-6.5,-115,153.5,-110,76,80,4,156,1021800007,38,40,0,0,0,1,1,1,1,80,76,-4,78,2,away,away,40,-2
5/20/2018,401018787,2018,CHI,NYL,home,6.5,-105,153.5,-110,80,76,-4,156,1021800007,38,40,1,1,1,0,0,0,0,80,76,-4,78,2,away,home,38,2
5/20/2018,401018788,2018,PHO,SEA,away,2,-110,156,-110,87,82,-5,169,1021800008,36,46,1,1,1,1,1,1,1,82,87,5,82,10,away,away,46,-10
5/20/2018,401018788,2018,SEA,PHO,home,-2,-110,156,-110,82,87,5,169,1021800008,36,46,0,0,0,0,0,0,0,82,87,5,82,10,away,home,36,10
5/20/2021,401320578,2021,SEA,MIN,away,-4,-110,163.5,-120,90,78,-12,168,1022100014,48,33,0,0,0,0,0,0,0,78,90,12,81,-15,home,away,33,15
5/20/2021,401320578,2021,MIN,SEA,home,4,-110,163.5,100,78,90,12,168,1022100014,48,33,1,1,1,1,1,1,1,78,90,12,81,-15,home,home,48,-15
5/20/2022,401391680,2022,IND,CON,away,16,-110,155.5,-110,85,94,9,179,1022200031,37,35,1,0,1,0,0,1,0,94,85,-9,72,-2,home,away,35,2
5/20/2022,401391680,2022,CON,IND,home,-16,-110,155.5,-110,94,85,-9,179,1022200031,37,35,0,1,0,1,1,0,1,94,85,-9,72,-2,home,home,37,-2
5/20/2022,401391681,2022,WAS,ATL,away,-1.5,-110,158,-110,78,73,-5,151,1022200032,44,44,1,1,0,0,0,0,1,73,78,5,88,0,tie,away,44,-0
5/20/2022,401391681,2022,ATL,WAS,home,1.5,-110,158,-110,73,78,5,151,1022200032,44,44,0,0,1,1,1,1,0,73,78,5,88,0,tie,home,44,0
5/20/2022,401391682,2022,LAS,SEA,away,7,-105,161,-105,80,83,3,163,1022200033,51,41,0,0,0,0,0,0,0,83,80,-3,92,-10,home,away,41,10
5/20/2022,401391682,2022,SEA,LAS,home,-7,-115,161,-115,83,80,-3,163,1022200033,51,41,1,1,1,1,1,1,1,83,80,-3,92,-10,home,home,51,-10
5/20/2023,401507135,2023,ATL,DAL,away,2,-110,161.5,-110,78,85,7,163,1022300006,47,30,0,1,0,0,0,0,0,85,78,-7,77,-17,home,away,30,17
5/20/2023,401507135,2023,DAL,ATL,home,-1.5,-110,161.5,-110,85,78,-7,163,1022300006,47,30,1,0,1,1,1,1,1,85,78,-7,77,-17,home,home,47,-17
5/20/2023,401507134,2023,LVA,SEA,away,-13.5,-110,167.5,-120,105,64,-41,169,1022300005,28,43,1,1,1,1,1,1,1,64,105,41,71,15,away,away,43,-15
5/20/2023,401507134,2023,SEA,LVA,home,13.5,-110,167.5,100,64,105,41,169,1022300005,28,43,0,0,0,0,0,0,0,64,105,41,71,15,away,home,28,15
