season,week,player_id,mfl_id,name,position,team,ff_pts,pass_comp,pass_att,pass_yds,pass_td,pass_int,sacked,rush_att,rush_yds,rush_td,rec,rec_yds,rec_td,fumbles_lost,xp,fg,pass_1d,rush_1d,rec_1d,ff_pts_ppr,ff_pts_half,fumbles_recovered,td,sacks,points_allowed
2020,5,wilsor1,10703,Russell Wilson,QB,SEA,26.045,25.856,36.686,326.606,2.391,0.293,2.260,6.625,31.751,0.210,0.000,0.000,0.000,0.216,0.000,0.000,15.447,2.067,0.000,26.045,26.04500,NA,NA,NA,NA
2020,5,mahomp1,13116,Patrick Mahomes,QB,KC,25.955,26.741,37.831,328.689,2.551,0.299,1.670,3.563,20.073,0.253,0.000,0.000,0.000,0.162,0.000,0.000,15.647,1.307,0.000,25.955,25.95500,NA,NA,NA,NA
2020,5,prescd1,12620,Dak Prescott,QB,DAL,25.415,28.864,41.958,335.692,2.388,0.662,2.030,5.035,23.218,0.304,0.000,0.000,0.000,0.193,0.000,0.000,16.200,1.511,0.000,25.415,25.41500,NA,NA,NA,NA
2020,5,jacksl1,13593,Lamar Jackson,QB,BAL,25.361,21.639,31.425,267.887,2.285,0.440,1.960,7.902,50.316,0.284,0.000,0.000,0.000,0.175,0.000,0.000,12.730,3.276,0.000,25.361,25.36100,NA,NA,NA,NA
2020,5,allenj3,13589,Josh Allen,QB,BUF,23.795,23.549,36.087,285.087,1.872,0.592,2.970,6.183,26.757,0.653,0.000,0.000,0.000,0.253,0.000,0.000,13.621,1.742,0.000,23.795,23.79500,NA,NA,NA,NA
2020,5,murrak1,14056,Kyler Murray,QB,ARI,23.712,22.888,33.959,234.317,1.913,0.823,2.910,9.992,58.312,0.493,0.000,0.000,0.000,0.228,0.000,0.000,11.695,3.796,0.000,23.712,23.71200,NA,NA,NA,NA
2020,5,watsod1,13113,Deshaun Watson,QB,HOU,23.185,24.244,36.720,299.677,2.174,0.885,2.600,4.404,21.598,0.422,0.000,0.000,0.000,0.210,0.000,0.000,14.246,1.406,0.000,23.185,23.18500,NA,NA,NA,NA
2020,5,ryanm1,9099,Matt Ryan,QB,ATL,19.817,25.804,38.873,297.603,2.047,0.731,2.040,1.784,8.552,0.125,0.000,0.000,0.000,0.209,0.000,0.000,14.392,0.557,0.000,19.817,19.81700,NA,NA,NA,NA
2020,5,bridgt1,11640,Teddy Bridgewater,QB,DEN,18.842,23.884,35.366,265.599,1.973,0.581,2.240,4.808,15.737,0.071,0.000,0.000,0.000,0.256,0.000,0.000,12.965,1.024,0.000,18.842,18.84200,NA,NA,NA,NA
2020,5,minshg1,14067,Gardner Minshew,QB,JAX,18.483,23.770,35.859,286.390,1.741,0.861,2.400,3.317,18.217,0.081,0.000,0.000,0.000,0.261,0.000,0.000,13.700,1.186,0.000,18.483,18.48300,NA,NA,NA,NA
2020,5,breesd1,4925,Drew Brees,QB,,18.289,24.023,34.664,284.141,2.012,0.408,1.634,0.210,0.573,0.000,0.000,0.000,0.000,0.183,0.000,0.000,13.654,0.037,0.000,18.289,18.28900,NA,NA,NA,NA
2020,5,roethb1,7401,Ben Roethlisberger,QB,PIT,17.218,22.914,34.320,258.348,1.784,0.402,1.990,1.345,4.100,0.087,0.000,0.000,0.000,0.190,0.000,0.000,12.566,0.267,0.000,17.218,17.21800,NA,NA,NA,NA
2020,5,jonesd4,14059,Daniel Jones,QB,NYG,17.113,22.644,36.781,242.660,1.490,1.126,2.680,3.642,24.567,0.295,0.000,0.000,0.000,0.264,0.000,0.000,11.962,1.599,0.000,17.113,17.11300,NA,NA,NA,NA
2020,5,cousik1,10700,Kirk Cousins,QB,MIN,17.068,21.953,32.744,278.429,1.903,1.017,2.610,1.960,6.149,0.045,0.000,0.000,0.000,0.266,0.000,0.000,13.155,0.400,0.000,17.068,17.06800,NA,NA,NA,NA
2020,5,burroj1,14777,Joe Burrow,QB,CIN,17.040,24.009,37.418,270.906,1.454,1.035,4.090,4.192,21.382,0.170,0.000,0.000,0.000,0.350,0.000,0.000,13.175,1.392,0.000,17.040,17.04000,NA,NA,NA,NA
2020,5,goffj1,12611,Jared Goff,QB,DET,16.961,22.526,32.717,257.118,1.842,0.715,2.250,1.630,5.022,0.097,0.000,0.000,0.000,0.173,0.000,0.000,12.467,0.327,0.000,16.961,16.96100,NA,NA,NA,NA
2020,5,bradyt1,5848,Tom Brady,QB,TB,16.608,23.700,36.247,268.729,1.721,0.565,1.890,0.555,1.510,0.061,0.000,0.000,0.000,0.206,0.000,0.000,13.052,0.098,0.000,16.608,16.60800,NA,NA,NA,NA
2020,5,herbej1,14779,Justin Herbert,QB,LAC,16.474,22.678,34.783,258.593,1.606,0.860,3.220,2.612,11.161,0.152,0.000,0.000,0.000,0.301,0.000,0.000,12.542,0.727,0.000,16.474,16.47400,NA,NA,NA,NA
2020,5,garopj1,11760,Jimmy Garoppolo,QB,SF,16.400,23.190,34.549,287.448,1.656,0.815,2.380,1.320,3.321,0.000,0.000,0.000,0.000,0.212,0.000,0.000,13.656,0.216,0.000,16.400,16.40000,NA,NA,NA,NA
2020,5,tanner1,10697,Ryan Tannehill,QB,TEN,16.332,22.854,34.577,250.870,1.387,0.719,3.020,3.810,14.690,0.195,0.000,0.000,0.000,0.226,0.000,0.000,12.288,0.956,0.000,16.332,16.33200,NA,NA,NA,NA
2020,5,fitzpr1,8062,Ryan Fitzpatrick,QB,WAS,16.324,22.494,34.334,247.806,1.496,1.112,3.350,4.598,20.859,0.185,0.000,0.000,0.000,0.272,0.000,0.000,12.126,1.358,0.000,16.324,16.32400,NA,NA,NA,NA
2020,5,carrd2,11644,Derek Carr,QB,LV,15.414,24.156,35.547,271.345,1.639,1.038,2.880,1.389,4.022,0.042,0.000,0.000,0.000,0.287,0.000,0.000,13.211,0.262,0.000,15.414,15.41400,NA,NA,NA,NA
2020,5,riverp1,7394,Philip Rivers,QB,,15.113,22.360,33.270,253.755,1.733,0.858,2.090,0.356,1.229,0.000,0.000,0.000,0.000,0.188,0.000,0.000,12.322,0.080,0.000,15.113,15.11300,NA,NA,NA,NA
2020,5,wentzc1,12610,Carson Wentz,QB,IND,14.458,21.590,35.224,234.827,1.255,0.845,3.750,3.925,14.471,0.150,0.000,0.000,0.000,0.306,0.000,0.000,11.530,0.942,0.000,14.458,14.45800,NA,NA,NA,NA
2020,5,mayfib1,13590,Baker Mayfield,QB,CLE,14.036,20.163,30.488,228.227,1.508,0.801,2.978,1.014,4.347,0.093,0.000,0.000,0.000,0.258,0.000,0.000,11.090,0.283,0.000,14.036,14.03600,NA,NA,NA,NA
2020,5,folesn1,10699,Nick Foles,QB,CHI,13.080,21.472,35.404,242.464,1.387,1.004,3.330,0.589,1.557,0.047,0.000,0.000,0.000,0.298,0.000,0.000,11.789,0.101,0.000,13.080,13.08000,NA,NA,NA,NA
2020,5,flaccj1,9064,Joe Flacco,QB,PHI,12.902,20.710,34.174,233.290,1.547,1.049,2.580,0.000,0.000,0.000,0.000,0.000,0.000,0.260,0.000,0.000,11.350,0.000,0.000,12.902,12.90200,NA,NA,NA,NA
2020,5,allenk2,13879,Kyle Allen,QB,WAS,12.875,21.034,34.755,232.040,1.223,1.109,3.160,2.798,10.973,0.064,0.000,0.000,0.000,0.281,0.000,0.000,11.351,0.714,0.000,12.875,12.87500,NA,NA,NA,NA
2020,5,hillt2,13424,Taysom Hill,QB,NO,1.866,0.173,0.229,2.870,0.020,0.004,0.017,2.094,9.747,0.121,0.000,0.000,0.000,0.011,0.000,0.000,0.128,0.635,0.000,1.866,1.86600,NA,NA,NA,NA
2020,5,kamara1,13132,Alvin Kamara,RB,NO,19.608,0.000,0.000,0.000,0.000,0.000,0.000,10.903,46.443,0.651,7.380,83.233,0.488,0.097,0.000,0.000,0.000,2.327,3.780,26.988,23.29800,NA,NA,NA,NA
2020,5,edwarc1,14803,Clyde Edwards-Helaire,RB,KC,17.658,0.000,0.000,0.000,0.000,0.000,0.000,21.219,86.565,0.758,4.011,34.512,0.204,0.111,0.000,0.000,0.000,4.337,1.578,21.669,19.66350,NA,NA,NA,NA
2020,5,ellioe1,12625,Ezekiel Elliott,RB,DAL,16.777,0.000,0.000,0.000,0.000,0.000,0.000,18.936,72.894,0.821,4.858,31.891,0.263,0.103,0.000,0.000,0.000,3.652,1.471,21.635,19.20600,NA,NA,NA,NA
2020,5,henryd1,12626,Derrick Henry,RB,TEN,16.345,0.000,0.000,0.000,0.000,0.000,0.000,22.114,100.994,0.886,1.714,10.035,0.042,0.163,0.000,0.000,0.000,5.060,0.465,18.059,17.20200,NA,NA,NA,NA
2020,5,carsoc1,13364,Chris Carson,RB,SEA,15.897,0.000,0.000,0.000,0.000,0.000,0.000,15.349,65.299,0.816,3.730,29.395,0.287,0.095,0.000,0.000,0.000,3.271,1.348,19.627,17.76200,NA,NA,NA,NA
2020,5,cookd1,13128,Dalvin Cook,RB,MIN,15.710,0.000,0.000,0.000,0.000,0.000,0.000,17.830,88.544,0.598,3.073,29.235,0.114,0.170,0.000,0.000,0.000,4.436,1.333,18.783,17.24650,NA,NA,NA,NA
2020,5,huntk1,13138,Kareem Hunt,RB,CLE,15.488,0.000,0.000,0.000,0.000,0.000,0.000,18.195,81.875,0.606,3.428,27.387,0.211,0.170,0.000,0.000,0.000,4.102,1.255,18.916,17.20200,NA,NA,NA,NA
2020,5,robinj4,14813,James Robinson,RB,JAX,15.115,0.000,0.000,0.000,0.000,0.000,0.000,19.623,79.699,0.745,3.090,25.775,0.070,0.161,0.000,0.000,0.000,3.993,1.180,18.205,16.66000,NA,NA,NA,NA
2020,5,jacobj1,14073,Josh Jacobs,RB,LV,14.801,0.000,0.000,0.000,0.000,0.000,0.000,17.635,74.692,0.699,3.865,27.135,0.131,0.181,0.000,0.000,0.000,3.742,1.249,18.666,16.73350,NA,NA,NA,NA
2020,5,tayloj2,14802,Jonathan Taylor,RB,IND,14.728,0.000,0.000,0.000,0.000,0.000,0.000,18.529,79.868,0.640,2.795,24.107,0.130,0.145,0.000,0.000,0.000,4.001,1.102,17.523,16.12550,NA,NA,NA,NA
2020,5,jonesr1,13606,Ronald Jones,RB,TB,14.451,0.000,0.000,0.000,0.000,0.000,0.000,19.158,76.509,0.728,3.081,21.498,0.086,0.117,0.000,0.000,0.000,3.833,0.990,17.532,15.99150,NA,NA,NA,NA
2020,5,connej2,13146,James Conner,RB,ARI,14.305,0.000,0.000,0.000,0.000,0.000,0.000,16.827,73.209,0.790,2.508,18.084,0.107,0.103,0.000,0.000,0.000,3.668,0.832,16.813,15.55900,NA,NA,NA,NA
2020,5,davism3,12164,Mike Davis,RB,ATL,13.818,0.000,0.000,0.000,0.000,0.000,0.000,11.714,53.505,0.554,5.016,38.512,0.256,0.122,0.000,0.000,0.000,2.681,1.767,18.834,16.32600,NA,NA,NA,NA
2020,5,gurlet2,12150,Todd Gurley,RB,,13.748,0.000,0.000,0.000,0.000,0.000,0.000,16.622,82.231,0.770,1.284,8.928,0.041,0.117,0.000,0.000,0.000,4.120,0.411,15.032,14.39000,NA,NA,NA,NA
2020,5,mixonj1,13131,Joe Mixon,RB,CIN,13.461,0.000,0.000,0.000,0.000,0.000,0.000,17.052,72.292,0.338,4.041,35.218,0.174,0.181,0.000,0.000,0.000,3.622,1.610,17.502,15.48150,NA,NA,NA,NA
2020,5,johnsd12,12171,David Johnson,RB,HOU,13.293,0.000,0.000,0.000,0.000,0.000,0.000,17.023,66.955,0.556,2.667,26.971,0.130,0.108,0.000,0.000,0.000,3.354,1.228,15.960,14.62650,NA,NA,NA,NA
2020,5,drakek1,12630,Kenyan Drake,RB,LV,12.466,0.000,0.000,0.000,0.000,0.000,0.000,15.635,64.560,0.645,2.518,16.402,0.115,0.095,0.000,0.000,0.000,3.234,0.757,14.984,13.72500,NA,NA,NA,NA
2020,5,moster1,12447,Raheem Mostert,RB,SF,12.382,0.000,0.000,0.000,0.000,0.000,0.000,14.620,72.397,0.541,1.623,17.247,0.058,0.088,0.000,0.000,0.000,3.627,0.784,14.005,13.19350,NA,NA,NA,NA
2020,5,sandem1,14079,Miles Sanders,RB,PHI,12.365,0.000,0.000,0.000,0.000,0.000,0.000,15.222,61.500,0.390,3.906,34.050,0.126,0.143,0.000,0.000,0.000,3.081,1.556,16.271,14.31800,NA,NA,NA,NA
2020,5,gibsoa1,14852,Antonio Gibson,RB,WAS,12.320,0.000,0.000,0.000,0.000,0.000,0.000,16.738,71.872,0.383,2.762,26.685,0.086,0.175,0.000,0.000,0.000,3.601,1.216,15.082,13.70100,NA,NA,NA,NA
2020,5,singld1,14080,Devin Singletary,RB,BUF,12.156,0.000,0.000,0.000,0.000,0.000,0.000,15.676,75.406,0.218,3.736,24.232,0.187,0.119,0.000,0.000,0.000,3.778,1.118,15.892,14.02400,NA,NA,NA,NA
2020,5,kellej2,14807,Joshua Kelley,RB,LAC,11.208,0.000,0.000,0.000,0.000,0.000,0.000,14.741,49.211,0.456,3.836,28.445,0.161,0.130,0.000,0.000,0.000,2.465,1.307,15.044,13.12600,NA,NA,NA,NA
2020,5,montgd1,14071,David Montgomery,RB,CHI,10.904,0.000,0.000,0.000,0.000,0.000,0.000,16.614,54.485,0.374,2.684,26.671,0.139,0.145,0.000,0.000,0.000,2.730,1.215,13.588,12.24600,NA,NA,NA,NA
2020,5,ingram1,10276,Mark Ingram,RB,HOU,9.757,0.000,0.000,0.000,0.000,0.000,0.000,10.721,50.316,0.624,1.098,8.037,0.046,0.049,0.000,0.000,0.000,2.521,0.369,10.855,10.30600,NA,NA,NA,NA
2020,5,belll1,11192,Le'Veon Bell,RB,,9.638,0.000,0.000,0.000,0.000,0.000,0.000,14.678,47.967,0.249,4.246,31.494,0.085,0.156,0.000,0.000,0.000,2.403,1.447,13.884,11.76100,NA,NA,NA,NA
2020,5,murral1,11390,Latavius Murray,RB,NO,9.370,0.000,0.000,0.000,0.000,0.000,0.000,13.833,54.471,0.380,1.694,14.351,0.061,0.079,0.000,0.000,0.000,2.729,0.656,11.064,10.21700,NA,NA,NA,NA
2020,5,gaskim1,14081,Myles Gaskin,RB,MIA,9.211,0.000,0.000,0.000,0.000,0.000,0.000,11.956,43.209,0.259,4.161,28.498,0.120,0.117,0.000,0.000,0.000,2.165,1.313,13.372,11.29150,NA,NA,NA,NA
2020,5,freemd1,11660,Devonta Freeman,RB,,8.737,0.000,0.000,0.000,0.000,0.000,0.000,10.540,39.520,0.313,3.849,26.693,0.075,0.106,0.000,0.000,0.000,1.980,1.229,12.586,10.66150,NA,NA,NA,NA
2020,5,mckinj1,11761,Jerick McKinnon,RB,KC,8.065,0.000,0.000,0.000,0.000,0.000,0.000,5.459,25.239,0.227,2.783,27.308,0.257,0.047,0.000,0.000,0.000,1.264,1.244,10.848,9.45650,NA,NA,NA,NA
2020,5,dobbij1,14800,J.K. Dobbins,RB,BAL,7.479,0.000,0.000,0.000,0.000,0.000,0.000,6.606,23.481,0.440,1.977,17.413,0.137,0.036,0.000,0.000,0.000,1.176,0.796,9.456,8.46750,NA,NA,NA,NA
2020,5,hended3,14087,Darrell Henderson,RB,LAR,7.260,0.000,0.000,0.000,0.000,0.000,0.000,10.175,43.938,0.308,0.784,10.285,0.018,0.059,0.000,0.000,0.000,2.201,0.466,8.044,7.65200,NA,NA,NA,NA
2020,5,jacksj2,13620,Justin Jackson,RB,LAC,6.615,0.000,0.000,0.000,0.000,0.000,0.000,7.425,38.049,0.152,2.144,15.516,0.080,0.067,0.000,0.000,0.000,1.906,0.713,8.759,7.68700,NA,NA,NA,NA
2020,5,hinesn1,13622,Nyheim Hines,RB,IND,6.613,0.000,0.000,0.000,0.000,0.000,0.000,5.658,23.346,0.135,4.248,26.644,0.156,0.066,0.000,0.000,0.000,1.170,1.231,10.861,8.73700,NA,NA,NA,NA
2020,5,johnsd16,14331,D'Ernest Johnson,RB,CLE,6.332,0.000,0.000,0.000,0.000,0.000,0.000,8.916,50.719,0.233,0.000,0.000,0.000,0.069,0.000,0.000,0.000,2.541,0.000,6.332,6.33200,NA,NA,NA,NA
2020,5,brownm4,12386,Malcolm Brown,RB,MIA,5.914,0.000,0.000,0.000,0.000,0.000,0.000,8.625,33.895,0.313,1.121,6.428,0.018,0.052,0.000,0.000,0.000,1.698,0.298,7.035,6.47450,NA,NA,NA,NA
2020,5,gallmw1,13135,Wayne Gallman,RB,SF,5.641,0.000,0.000,0.000,0.000,0.000,0.000,7.778,35.248,0.223,1.019,7.280,0.030,0.065,0.000,0.000,0.000,1.766,0.335,6.660,6.15050,NA,NA,NA,NA
2020,5,hillb2,13240,Brian Hill,RB,TEN,5.211,0.000,0.000,0.000,0.000,0.000,0.000,6.249,33.550,0.067,1.797,11.904,0.061,0.051,0.000,0.000,0.000,1.681,0.549,7.008,6.10950,NA,NA,NA,NA
2020,5,edmonc1,13726,Chase Edmonds,RB,ARI,5.198,0.000,0.000,0.000,0.000,0.000,0.000,3.108,14.578,0.035,2.975,18.745,0.287,0.033,0.000,0.000,0.000,0.730,0.866,8.173,6.68550,NA,NA,NA,NA
2020,5,vaughk1,14810,Ke'Shawn Vaughn,RB,TB,4.996,0.000,0.000,0.000,0.000,0.000,0.000,5.327,18.121,0.070,2.963,22.842,0.095,0.045,0.000,0.000,0.000,0.908,1.048,7.959,6.47750,NA,NA,NA,NA
2020,5,breidm1,13378,Matt Breida,RB,BUF,4.602,0.000,0.000,0.000,0.000,0.000,0.000,5.555,25.329,0.222,1.125,7.434,0.015,0.048,0.000,0.000,0.000,1.269,0.343,5.727,5.16450,NA,NA,NA,NA
2020,5,goref1,7877,Frank Gore,RB,NYJ,4.577,0.000,0.000,0.000,0.000,0.000,0.000,8.734,30.600,0.224,0.414,2.333,0.015,0.075,0.000,0.000,0.000,1.533,0.108,4.991,4.78400,NA,NA,NA,NA
2020,5,edwarg1,13850,Gus Edwards,RB,BAL,4.551,0.000,0.000,0.000,0.000,0.000,0.000,8.181,41.930,0.071,0.000,0.000,0.000,0.034,0.000,0.000,0.000,2.101,0.000,4.551,4.55100,NA,NA,NA,NA
2020,5,mattia1,14223,Alexander Mattison,RB,MIN,4.233,0.000,0.000,0.000,0.000,0.000,0.000,4.476,22.136,0.105,1.207,12.529,0.038,0.046,0.000,0.000,0.000,1.109,0.570,5.440,4.83650,NA,NA,NA,NA
2020,5,akersc1,14799,Cam Akers,RB,LAR,4.042,0.000,0.000,0.000,0.000,0.000,0.000,5.869,22.597,0.205,0.672,5.142,0.018,0.035,0.000,0.000,0.000,1.132,0.236,4.714,4.37800,NA,NA,NA,NA
2020,5,johnsd11,12157,Duke Johnson,RB,,4.037,0.000,0.000,0.000,0.000,0.000,0.000,4.098,19.439,0.051,1.818,11.987,0.109,0.033,0.000,0.000,0.000,0.974,0.553,5.855,4.94600,NA,NA,NA,NA
2020,5,homert1,14083,Travis Homer,RB,SEA,3.805,0.000,0.000,0.000,0.000,0.000,0.000,2.907,14.378,0.140,1.801,11.431,0.072,0.024,0.000,0.000,0.000,0.720,0.528,5.606,4.70550,NA,NA,NA,NA
2020,5,booked1,12629,Devontae Booker,RB,NYG,3.780,0.000,0.000,0.000,0.000,0.000,0.000,2.262,14.938,0.055,1.691,16.281,0.066,0.034,0.000,0.000,0.000,0.748,0.742,5.471,4.62550,NA,NA,NA,NA
2020,5,mckisj1,13108,J.D. McKissic,RB,WAS,3.708,0.000,0.000,0.000,0.000,0.000,0.000,2.243,12.619,0.032,2.656,19.723,0.061,0.042,0.000,0.000,0.000,0.632,0.906,6.364,5.03600,NA,NA,NA,NA
2020,5,scottb2,13814,Boston Scott,RB,PHI,2.924,0.000,0.000,0.000,0.000,0.000,0.000,3.557,11.757,0.060,1.953,11.741,0.050,0.043,0.000,0.000,0.000,0.589,0.544,4.877,3.90050,NA,NA,NA,NA
2020,5,richaj1,12912,Jalen Richard,RB,LV,2.870,0.000,0.000,0.000,0.000,0.000,0.000,2.686,11.491,0.046,1.449,12.211,0.049,0.035,0.000,0.000,0.000,0.576,0.559,4.319,3.59450,NA,NA,NA,NA
2020,5,wilkij2,13789,Jordan Wilkins,RB,IND,2.859,0.000,0.000,0.000,0.000,0.000,0.000,3.151,18.431,0.126,0.335,2.538,0.009,0.024,0.000,0.000,0.000,0.923,0.117,3.194,3.02650,NA,NA,NA,NA
2020,5,willid13,13623,Darrel Williams,RB,KC,2.676,0.000,0.000,0.000,0.000,0.000,0.000,2.044,7.527,0.189,0.802,6.574,0.026,0.012,0.000,0.000,0.000,0.377,0.301,3.478,3.07700,NA,NA,NA,NA
2020,5,lewisd1,10389,Dion Lewis,RB,NYG,2.314,0.000,0.000,0.000,0.000,0.000,0.000,1.947,7.477,0.063,1.585,9.706,0.045,0.026,0.000,0.000,0.000,0.375,0.449,3.899,3.10650,NA,NA,NA,NA
2020,5,snellb1,14072,Benny Snell Jr.,RB,PIT,2.287,0.000,0.000,0.000,0.000,0.000,0.000,4.915,19.913,0.058,0.000,0.000,0.000,0.026,0.000,0.000,0.000,0.998,0.000,2.287,2.28700,NA,NA,NA,NA
